SourceGENES	TargetGENES	Edges	Interaction
NFYC	MAFB	-1	0.038534136
IRF8	IRF8	1	0.038195218
TCF3	PPARG	1	0.038101197
IRF8	NFYC	-1	0.038093148
ETS1	SNAI1	1	0.038062141
LMO2	CBFB	-1	0.03804079
RXRB	IRF8	-1	0.037952379
UHRF1	KLF10	1	0.037895821
RXRB	STAT1	1	0.037851958
NFYC	RREB1	1	0.037557182
IRF8	STAT1	1	0.037524188
RXRB	CEBPD	1	0.037417408
IRF8	CEBPD	1	0.037370415
ETS1	KLF13	1	0.037356147
CBFB	MYEF2	1	0.037300877
RXRB	NFYC	1	0.037289252
MYEF2	LMO2	1	0.036985798
RXRB	RUNX1	1	0.036969984
NFYC	UHRF1	1	0.036848349
ETS1	MAFB	1	0.036787016
MYEF2	HOXA13	1	0.03669069
CBFB	NFE2L1	1	0.036676296
ETS1	FOSB	1	0.036664599
IRF8	RUNX1	1	0.036539095
MYEF2	MYB	1	0.036256685
IRF8	TCF3	-1	0.0361596
RXRB	TCF3	1	0.035968376
LMO2	UHRF1	-1	0.035837087
LMO2	RREB1	1	0.03580205
TCF3	NFE2L1	1	0.035614769
CBFB	TFPT	-1	0.035534795
ETS1	NFYA	-1	0.035492081
CEBPD	PPARG	-1	0.035429454
RXRB	TRIM28	1	0.03537283
TCF3	SPIB	1	0.035260825
CBFB	PRDM1	-1	0.035194518
RXRB	NFATC2	1	0.035116241
NFYC	SMAD4	1	0.035077444
NFYC	FLI1	1	0.035060329
TCF3	TFPT	1	0.035029364
NFYC	SPI1	-1	0.034925155
LMO2	SPI1	1	0.034910142
IRF8	NFATC2	1	0.034860316
NFYC	TCFL5	1	0.034812711
CBFB	VDR	1	0.034764238
RXRB	HOXA10	1	0.034651371
RREB1	JUN	-1	0.034609272
TCF3	MYEF2	-1	0.034548095
IRF8	HOXA10	-1	0.034531707
IRF8	TRIM28	-1	0.034065854
ELK1	SNAI3	1	0.034011066
NFATC1	PPARG	-1	0.034005986
ETS1	CBFB	1	0.033908154
TCF3	CEBPB	-1	0.033592898
ELK1	PPARG	1	0.033552513
NFYC	RXRB	1	0.033441006
CBFB	CEBPB	-1	0.033217359
MYEF2	KLF10	1	0.033217286
LMO2	SMAD4	1	0.033000922
LMO2	FLI1	1	0.032788899
NFYC	STAT1	1	0.032713956
ETS1	UHRF1	-1	0.03256743
NFYC	IRF8	-1	0.032508476
LMO2	RXRB	1	0.032469948
NFATC1	SNAI3	1	0.032456767
LMO2	TCFL5	1	0.032454939
ETS1	RREB1	-1	0.032423894
IRF8	LMO2	-1	0.032357924
RXRB	HOXA13	1	0.032346614
NFYC	CEBPD	1	0.032265358
RXRB	LMO2	1	0.032130764
ETS1	SPI1	-1	0.032085725
RXRB	MYB	-1	0.031955412
NFYC	RUNX1	1	0.031947384
NFYC	NFYC	1	0.031861548
IRF8	HOXA13	1	0.031812434
LMO2	IRF8	-1	0.031520887
IRF8	MYB	1	0.03148813
UHRF1	EGR2	-1	0.03135918
NFYA	FOS	1	0.031149793
CEBPD	SPIB	1	0.031085845
TCF3	VDR	1	0.031054281
LMO2	STAT1	1	0.030999436
NFYC	TRIM28	1	0.030941294
NFYC	TCF3	1	0.030933221
LMO2	CEBPD	-1	0.030811507
LMO2	NFYC	1	0.030783381
NFYC	NFATC2	1	0.03033408
CEBPD	NFE2L1	-1	0.030333441
LMO2	RUNX1	1	0.030217374
CBFB	PPARD	1	0.030114512
CEBPD	MYEF2	1	0.030009502
NFYC	HOXA10	-1	0.029978314
TCF3	PRDM1	-1	0.029847096
RREB1	NFATC1	-1	0.029823455
STAT1	ETS1	-1	0.029808998
STAT1	FOS	1	0.029780175
ETS1	RXRB	1	0.029690685
ETS1	SMAD4	1	0.029672827
LMO2	TCF3	-1	0.029576398
ETS1	FLI1	1	0.029556492
CEBPD	TFPT	-1	0.029535761
IRF8	KLF10	-1	0.029459012
TCF3	SP3	1	0.029448557
RREB1	ELK1	1	0.029422002
NFYA	ETS1	-1	0.029413207
ETS1	TCFL5	1	0.029173974
CBFB	MAFB	1	0.028961474
ELK1	SPIB	1	0.028792928
CBFB	SMAD3	-1	0.028659435
LMO2	NFATC2	1	0.028629633
LMO2	TRIM28	1	0.028567303
CBFB	FOSB	1	0.028538307
ETS1	IRF8	-1	0.028475613
CBFB	SP3	-1	0.028366949
LMO2	HOXA10	1	0.028295675
TCF3	SMAD3	-1	0.028197949
KLF13	FOS	-1	0.028194767
ETS1	NFYC	1	0.028167263
NFYC	HOXA13	-1	0.028061274
ETS1	STAT1	-1	0.02797913
CEBPD	CEBPB	1	0.027951094
RXRB	KLF10	-1	0.027948991
CBFB	SNAI1	1	0.027892696
ETS1	CEBPD	1	0.027858229
NFATC1	SPIB	-1	0.027816718
NFYC	MYB	1	0.027699092
NFYC	LMO2	1	0.0276149
MYEF2	EGR2	1	0.027524712
TCF3	SNAI1	-1	0.027480774
CBFB	KLF13	-1	0.027469783
CEBPD	VDR	1	0.02742961
ELK1	MYEF2	-1	0.027379254
ELK1	NFE2L1	1	0.02737677
ETS1	RUNX1	-1	0.027259081
NFYA	JUN	-1	0.027224592
KLF13	ETS1	1	0.026936005
CEBPD	PRDM1	1	0.026925643
ETS1	TCF3	1	0.026859581
KLF13	JUN	1	0.026759325
TCF3	KLF13	-1	0.026701369
TCF3	PPARD	-1	0.026564215
LMO2	LMO2	1	0.026478553
LMO2	HOXA13	-1	0.026331878
NFATC1	MYEF2	1	0.02631304
RREB1	BCL6	-1	0.026245364
CBFB	NFYA	1	0.026105645
ELK1	TFPT	1	0.026099972
LMO2	MYB	1	0.025981856
ETS1	NFATC2	-1	0.025924239
NFATC1	NFE2L1	1	0.025753175
ETS1	HOXA10	-1	0.02566326
CBFB	CBFB	1	0.025546872
ETS1	TRIM28	-1	0.025500605
TCF3	NFYA	1	0.025281441
ELK1	VDR	1	0.025174454
ELK1	PRDM1	1	0.025096704
NFATC1	PRDM1	1	0.025038788
NFATC1	TFPT	-1	0.025038086
TCF3	MAFB	-1	0.02503651
TCF3	FOSB	-1	0.02502881
ELK1	CEBPB	1	0.024867457
NFATC1	VDR	1	0.024615304
CBFB	SPI1	1	0.024465883
CBFB	UHRF1	-1	0.024439054
CEBPD	SP3	1	0.024239338
TCF3	CBFB	1	0.02423403
RREB1	SNAI3	1	0.024212595
IRF8	EGR2	-1	0.024102436
ETS1	LMO2	1	0.024035019
CEBPD	SMAD3	1	0.02395029
CBFB	RREB1	-1	0.023853554
ETS1	HOXA13	-1	0.023740286
RXRB	EGR2	1	0.023705296
LMO2	KLF10	-1	0.023694881
CEBPD	PPARD	1	0.023582316
NFYC	KLF10	-1	0.023471392
ETS1	MYB	-1	0.023466554
NFATC1	CEBPB	-1	0.023301711
CEBPD	SNAI1	-1	0.023236856
NFE2L1	ETS1	1	0.023197412
STAT1	JUN	1	0.023125946
TCF3	RREB1	1	0.023077736
TCF3	UHRF1	1	0.022933753
NFE2L1	FOS	1	0.022663686
CEBPD	KLF13	1	0.022644946
NFYA	NFATC1	-1	0.022637438
CEBPD	MAFB	1	0.022417812
KLF13	NFATC1	1	0.022297102
CEBPD	FOSB	-1	0.022259945
TCF3	SPI1	1	0.022238308
CBFB	RXRB	-1	0.022146876
ELK1	PPARD	1	0.021766623
ETS1	KLF10	-1	0.021762741
CBFB	SMAD4	1	0.02175673
CEBPD	NFYA	1	0.021643444
RREB1	PPARG	-1	0.02164001
STAT1	NFATC1	-1	0.021489718
CBFB	FLI1	-1	0.021460046
ELK1	SP3	-1	0.021425578
CBFB	IRF8	1	0.021414286
TCF3	SMAD4	-1	0.021350152
TCF3	FLI1	-1	0.021349039
NFATC1	PPARD	1	0.021335149
ELK1	SMAD3	1	0.021306059
NFYA	ELK1	1	0.02130573
CBFB	TCFL5	1	0.0211744
STAT1	ELK1	-1	0.021150115
TCF3	TCFL5	1	0.021085175
TCF3	RXRB	1	0.0209632
CBFB	NFYC	1	0.02087994
ELK1	SNAI1	1	0.02082424
STAT1	BCL6	1	0.020794557
ELK1	MAFB	-1	0.020783933
CEBPD	CBFB	1	0.02077543
ELK1	FOSB	1	0.020706916
SMAD4	ETS1	1	0.020692042
CBFB	CEBPD	1	0.020587641
ELK1	KLF13	-1	0.020562646
NFATC1	MAFB	1	0.020556139
CBFB	STAT1	1	0.020514728
NFYC	EGR2	1	0.020260726
TFPT	ETS1	-1	0.020235493
NFATC1	FOSB	1	0.020197007
NFATC1	SMAD3	1	0.020160768
TCF3	IRF8	-1	0.02010729
TCF3	STAT1	1	0.019972521
CBFB	RUNX1	1	0.019959847
TCF3	NFYC	1	0.019935411
NFATC1	SP3	1	0.019836596
CEBPD	UHRF1	-1	0.019819981
TCF3	CEBPD	1	0.019811756
CBFB	TCF3	1	0.019793806
CEBPD	RREB1	1	0.019777997
LMO2	EGR2	-1	0.019753113
KLF13	ELK1	-1	0.019639667
NFATC1	SNAI1	1	0.019572019
ELK1	NFYA	1	0.019567227
CEBPD	SPI1	1	0.019509829
TCF3	RUNX1	-1	0.019496677
NFATC1	KLF13	1	0.019280709
RREB1	SPIB	-1	0.01913256
TCF3	TCF3	1	0.019087362
SMAD4	FOS	1	0.019000485
RREB1	NFE2L1	1	0.01899574
CBFB	NFATC2	1	0.018929262
NFE2L1	JUN	1	0.018764071
CBFB	HOXA10	1	0.018695926
ELK1	CBFB	1	0.018628563
TCF3	NFATC2	1	0.018607626
RREB1	MYEF2	1	0.018605501
TCF3	TRIM28	1	0.018564116
CBFB	TRIM28	1	0.018447562
TCF3	HOXA10	-1	0.018382795
RREB1	TFPT	-1	0.018360227
RUNX1	ETS1	-1	0.018357661
NFATC1	NFYA	-1	0.018323111
RUNX1	FOS	-1	0.018197109
CEBPD	SMAD4	1	0.018099208
ELK1	UHRF1	1	0.018085145
CEBPD	RXRB	1	0.018051707
NFYA	BCL6	-1	0.018050048
NFATC1	CBFB	1	0.018042333
NFYA	SNAI3	-1	0.01804135
CEBPD	FLI1	-1	0.01803683
ELK1	SPI1	-1	0.017971123
ETS1	EGR2	-1	0.017923885
ELK1	RREB1	1	0.017893321
RREB1	CEBPB	1	0.017849507
CBFB	LMO2	-1	0.017801194
CEBPD	TCFL5	1	0.017739371
NFE2L1	NFATC1	1	0.017655175
CEBPD	IRF8	1	0.017415206
NFATC1	SPI1	-1	0.017259874
TFPT	FOS	-1	0.017254388
CBFB	HOXA13	1	0.017254206
NFATC1	UHRF1	1	0.017197551
CEBPD	NFYC	1	0.017105341
TCF3	LMO2	-1	0.017076222
TCF3	HOXA13	1	0.017060315
CEBPD	STAT1	-1	0.017050162
CBFB	MYB	1	0.017022723
STAT1	SNAI3	1	0.017002061
TFPT	BCL6	1	0.016929576
KLF13	SNAI3	1	0.016919138
CEBPD	CEBPD	1	0.016905143
TCF3	MYB	-1	0.016871468
RREB1	VDR	-1	0.01681996
CBFB	KLF10	1	0.016787978
NFATC1	RREB1	-1	0.016732858
CEBPD	RUNX1	1	0.01665536
RREB1	PRDM1	-1	0.016651127
STAT1	PPARG	1	0.016504284
ELK1	RXRB	-1	0.016456236
CEBPD	TCF3	1	0.016332428
NFE2L1	ELK1	1	0.016310828
ELK1	SMAD4	-1	0.016267493
ELK1	FLI1	1	0.016157621
NFE2L1	BCL6	-1	0.016087428
ELK1	TCFL5	1	0.015970096
CEBPD	NFATC2	-1	0.015791409
ELK1	IRF8	-1	0.015766558
SMAD4	BCL6	-1	0.015760292
KLF13	BCL6	-1	0.01568963
SMAD4	NFATC1	1	0.015672296
ELK1	NFYC	-1	0.015596687
RREB1	SP3	-1	0.015577182
NFATC1	RXRB	1	0.015576196
CEBPD	TRIM28	-1	0.015554456
SMAD3	ETS1	1	0.015523282
CEBPD	HOXA10	1	0.015520011
ELK1	STAT1	-1	0.015423737
ELK1	CEBPD	-1	0.015398687
NFATC1	SMAD4	1	0.015265528
SMAD4	JUN	-1	0.015230591
NFATC1	IRF8	-1	0.015096008
NFATC1	FLI1	-1	0.015042503
TCF3	KLF10	1	0.01503451
TFPT	NFATC1	-1	0.014998437
ELK1	RUNX1	-1	0.014996218
RREB1	SMAD3	1	0.014947843
ELK1	TCF3	1	0.014845869
NFATC1	TCFL5	-1	0.01481638
NFYA	PPARG	-1	0.014673408
NFATC1	NFYC	-1	0.014664819
CEBPD	LMO2	-1	0.014603543
RREB1	SNAI1	-1	0.014511395
RREB1	KLF13	1	0.014495111
RREB1	PPARD	1	0.014483107
NFATC1	CEBPD	-1	0.014442609
RUNX1	JUN	-1	0.014442387
CEBPD	HOXA13	-1	0.014437995
NFATC1	STAT1	-1	0.0143753
SMAD3	FOS	1	0.01437259
CEBPD	MYB	1	0.014281265
NFATC2	ETS1	-1	0.01425246
ELK1	NFATC2	1	0.014233749
ELK1	HOXA10	-1	0.014139018
NFATC2	FOS	1	0.014032952
STAT1	SPIB	-1	0.014005913
NFATC1	RUNX1	1	0.013995665
SMAD4	ELK1	-1	0.01398657
ELK1	TRIM28	1	0.013888443
NFATC1	TCF3	1	0.013880779
NFYA	NFE2L1	1	0.013721701
NFYA	TFPT	1	0.01371959
RREB1	MAFB	-1	0.013687696
RREB1	FOSB	-1	0.013685262
CBFB	EGR2	1	0.013513503
RREB1	NFYA	1	0.01350382
NFYA	SPIB	1	0.013493402
STAT1	NFE2L1	1	0.013493047
STAT1	MYEF2	1	0.013445784
SNAI1	ETS1	1	0.013397572
RUNX1	NFATC1	1	0.01338185
HOXA10	FOS	-1	0.013318544
NFYA	MYEF2	1	0.013316809
NFE2L1	SNAI3	-1	0.013294012
ELK1	LMO2	-1	0.013284213
CEBPD	KLF10	-1	0.013278935
NFATC1	NFATC2	1	0.013269463
TFPT	ELK1	1	0.013188657
HOXA10	ETS1	-1	0.013176538
RUNX1	BCL6	-1	0.013139374
NFYA	CEBPB	-1	0.013116488
NFATC1	HOXA10	1	0.013073681
KLF13	TFPT	1	0.013056656
ELK1	HOXA13	1	0.013040161
STAT1	TFPT	1	0.012945794
NFATC1	TRIM28	-1	0.012913934
ELK1	MYB	1	0.012883034
TFPT	JUN	1	0.012795536
RREB1	CBFB	-1	0.012770942
RUNX1	ELK1	-1	0.01273317
TCF3	EGR2	-1	0.012618102
NFATC2	JUN	-1	0.012529828
HOXA10	JUN	1	0.012500768
NFATC1	LMO2	-1	0.012498609
STAT1	CEBPB	-1	0.012492566
STAT1	PRDM1	1	0.012425454
KLF13	NFE2L1	1	0.012417422
STAT1	VDR	-1	0.01231699
RREB1	UHRF1	-1	0.012303683
RREB1	RREB1	1	0.012257762
ELK1	KLF10	-1	0.012192165
NFE2L1	PPARG	1	0.012147095
KLF13	PPARG	1	0.012128095
RREB1	SPI1	1	0.012074366
NFATC1	HOXA13	-1	0.012073018
KLF13	SPIB	1	0.012035833
SMAD3	JUN	1	0.011998769
KLF13	MYEF2	-1	0.011981756
NFYA	VDR	1	0.011976305
SMAD3	NFATC1	1	0.011963684
KLF13	CEBPB	1	0.011948738
NFATC1	MYB	1	0.011909064
NFATC1	KLF10	-1	0.011883818
SMAD3	BCL6	-1	0.011791764
SNAI1	FOS	1	0.011737858
NFYA	PRDM1	-1	0.011566922
TFPT	PPARG	1	0.011542239
NFYA	SP3	1	0.011507116
RREB1	RXRB	1	0.011331687
RREB1	SMAD4	1	0.011327086
NFATC2	NFATC1	1	0.01131949
RREB1	FLI1	-1	0.011311592
SMAD4	SNAI3	1	0.011214756
SMAD4	PPARG	1	0.011213113
RREB1	TCFL5	-1	0.01119092
NFYA	SMAD3	-1	0.01093643
HOXA10	NFATC1	1	0.010921178
CEBPD	EGR2	-1	0.010902492
SNAI1	BCL6	-1	0.010851225
STAT1	SP3	-1	0.010792272
RREB1	NFYC	1	0.010775582
KLF13	VDR	1	0.010769931
RREB1	IRF8	1	0.010683703
STAT1	PPARD	1	0.010656123
NFYA	SNAI1	-1	0.010616424
NFE2L1	SPIB	-1	0.010592692
RREB1	STAT1	1	0.010578042
STAT1	SMAD3	1	0.01056213
RREB1	CEBPD	1	0.010556513
KLF13	SP3	1	0.010548417
RUNX1	SNAI3	-1	0.010380436
SMAD3	ELK1	1	0.010332408
NFYA	KLF13	1	0.010330788
RREB1	RUNX1	1	0.010301528
STAT1	KLF13	-1	0.01029775
STAT1	SNAI1	-1	0.010247032
NFE2L1	TFPT	1	0.010237611
NFYA	PPARD	1	0.010234612
NFE2L1	NFE2L1	1	0.010231453
TFPT	SNAI3	1	0.010227897
NFE2L1	MYEF2	1	0.010217686
RREB1	TCF3	1	0.01020409
STAT1	MAFB	-1	0.0101475
RUNX1	PPARG	-1	0.010134241
STAT1	FOSB	-1	0.010096776
SNAI3	ETS1	1	0.010090304
KLF13	SMAD3	1	0.010006701
SNAI1	NFATC1	1	0.010006645
ELK1	EGR2	-1	0.009951948
RREB1	NFATC2	1	0.009923688
KLF13	PRDM1	1	0.009883424
RREB1	HOXA10	-1	0.009851759
KLF13	SNAI1	1	0.009830222
NFATC2	ELK1	1	0.009782672
RREB1	TRIM28	-1	0.009780045
NFATC2	BCL6	-1	0.009755914
NFYA	NFYA	1	0.009686902
NFYA	MAFB	1	0.009646557
STAT1	NFYA	1	0.00960651
NFYA	FOSB	-1	0.009591284
NFE2L1	CEBPB	1	0.0095243
NFATC1	EGR2	1	0.009522155
HOXA10	ELK1	-1	0.009453642
NFYA	CBFB	1	0.009430213
NFE2L1	VDR	1	0.009402754
NFE2L1	PRDM1	1	0.009261225
SMAD4	SPIB	-1	0.00924512
RREB1	LMO2	1	0.009152908
STAT1	CBFB	1	0.00914332
KLF13	PPARD	1	0.00909455
RREB1	HOXA13	1	0.009036813
KLF13	KLF13	1	0.008985869
SNAI1	JUN	1	0.008980962
TFPT	SPIB	1	0.008959669
RREB1	MYB	1	0.008949985
KLF13	CBFB	-1	0.008918168
STAT1	UHRF1	1	0.008849951
NFYA	RREB1	1	0.008814734
SMAD4	MYEF2	-1	0.008811935
SNAI1	ELK1	1	0.008805811
NFYA	UHRF1	1	0.008803865
STAT1	SPI1	1	0.008789434
STAT1	RREB1	1	0.008722362
SMAD4	TFPT	-1	0.008693666
KLF13	NFYA	1	0.008671483
SNAI3	BCL6	1	0.008638522
SMAD4	NFE2L1	1	0.008601491
KLF13	MAFB	-1	0.008582873
NFYA	SPI1	1	0.008518886
SMAD3	SNAI3	1	0.008485479
KLF13	FOSB	1	0.008444169
RUNX1	SPIB	-1	0.008417429
SNAI3	FOS	-1	0.008401018
TFPT	MYEF2	1	0.008382558
TFPT	PRDM1	-1	0.008355839
SMAD4	PRDM1	1	0.008355046
NFATC2	SNAI3	1	0.008306317
SMAD4	VDR	-1	0.008266339
SMAD3	PPARG	1	0.008253764
NFE2L1	SP3	1	0.00823665
NFYA	SMAD4	1	0.008233947
NFYA	FLI1	1	0.008216164
RREB1	KLF10	1	0.008162461
STAT1	RXRB	1	0.008126706
RUNX1	MYEF2	1	0.00811742
NFYA	TCFL5	1	0.008115909
RUNX1	NFE2L1	1	0.008097649
NFE2L1	SMAD3	1	0.008089167
HOXA10	SNAI3	-1	0.008084113
NFE2L1	PPARD	-1	0.008080138
NFYA	RXRB	1	0.008063214
TFPT	VDR	-1	0.008032613
STAT1	SMAD4	1	0.008012756
HOXA10	BCL6	-1	0.008006679
TFPT	TFPT	1	0.007989685
KLF13	RREB1	1	0.007989305
STAT1	FLI1	1	0.007968944
TFPT	NFE2L1	1	0.007940576
KLF13	UHRF1	-1	0.007939301
SMAD4	CEBPB	1	0.007928426
RUNX1	TFPT	1	0.007893107
NFE2L1	SNAI1	1	0.007891804
STAT1	TCFL5	-1	0.00787625
NFYA	IRF8	1	0.007731179
NFE2L1	MAFB	-1	0.007721467
SNAI3	NFATC1	1	0.007712813
STAT1	NFYC	1	0.007705436
STAT1	IRF8	1	0.007683316
NFYA	NFYC	1	0.007655057
NFYA	STAT1	1	0.007626488
RUNX1	PRDM1	1	0.007626113
NFE2L1	KLF13	1	0.007607769
NFE2L1	FOSB	-1	0.007599895
RUNX1	CEBPB	-1	0.007590668
NFYA	CEBPD	1	0.00758936
KLF13	SMAD4	1	0.007532183
STAT1	CEBPD	-1	0.007528665
KLF13	SPI1	1	0.007521415
STAT1	STAT1	1	0.007508843
SNAI1	PPARG	1	0.007494162
RUNX1	VDR	1	0.007468341
KLF13	FLI1	1	0.007452898
NFYA	RUNX1	1	0.007451122
KLF13	TCFL5	-1	0.007383316
STAT1	RUNX1	1	0.007303706
NFYA	TCF3	1	0.007301534
STAT1	TCF3	1	0.007269614
NFE2L1	NFYA	1	0.007219793
NFE2L1	CBFB	1	0.007208456
NFYA	TRIM28	1	0.007170725
NFYA	NFATC2	1	0.007151523
TFPT	CEBPB	1	0.007150466
SMAD4	PPARD	-1	0.007138188
KLF13	IRF8	-1	0.007114874
KLF13	RXRB	1	0.007113408
NFATC2	PPARG	1	0.007082266
NFYA	HOXA10	-1	0.007044796
STAT1	NFATC2	1	0.007020243
TFPT	PPARD	1	0.006983823
STAT1	HOXA10	-1	0.006971843
KLF13	STAT1	-1	0.006957387
SNAI1	SNAI3	1	0.006945489
SMAD4	MAFB	-1	0.006893988
KLF13	CEBPD	1	0.006882572
STAT1	TRIM28	1	0.00685392
TFPT	MAFB	1	0.006819541
KLF13	RUNX1	-1	0.006813959
SMAD4	SMAD3	1	0.006795994
RREB1	EGR2	1	0.006766873
SMAD3	SPIB	1	0.006763676
SMAD4	SP3	1	0.006758674
KLF13	NFYC	1	0.006721759
NFE2L1	UHRF1	1	0.006711815
SMAD4	FOSB	-1	0.006707209
KLF13	TRIM28	-1	0.006629152
SMAD4	SNAI1	1	0.006610969
NFE2L1	RREB1	1	0.006603667
NFE2L1	SPI1	-1	0.006595314
TFPT	FOSB	-1	0.006578581
NFYA	LMO2	1	0.006559735
SMAD3	TFPT	1	0.0065585
KLF13	TCF3	-1	0.006548585
SNAI3	JUN	1	0.006541882
RUNX1	SP3	-1	0.006534971
STAT1	LMO2	1	0.006532529
NFYA	HOXA13	1	0.006526146
SMAD3	MYEF2	-1	0.006511256
RUNX1	PPARD	1	0.006465529
NFYA	MYB	-1	0.006453327
SNAI3	ELK1	1	0.006437742
KLF13	NFATC2	1	0.006421783
SMAD4	KLF13	1	0.006388441
NFATC2	TFPT	-1	0.00638825
STAT1	HOXA13	-1	0.006380848
RUNX1	SMAD3	-1	0.006378336
SMAD3	NFE2L1	1	0.00636021
STAT1	MYB	1	0.006313853
HOXA13	ETS1	-1	0.006279348
KLF13	HOXA10	1	0.006267514
HOXA10	TFPT	1	0.006266404
TFPT	SMAD3	1	0.006234907
RUNX1	KLF13	-1	0.006219564
SMAD4	CBFB	1	0.006217114
NFATC2	SPIB	1	0.006205892
SMAD3	PRDM1	-1	0.006195433
RUNX1	MAFB	1	0.0061715
RUNX1	SNAI1	1	0.006152174
NFATC2	NFE2L1	-1	0.00612123
NFE2L1	SMAD4	1	0.00611647
SMAD3	VDR	1	0.006107162
RUNX1	FOSB	-1	0.006098935
NFATC2	MYEF2	-1	0.006097349
NFE2L1	RXRB	1	0.006070986
TFPT	SNAI1	1	0.00605065
SMAD4	NFYA	1	0.006045859
NFE2L1	FLI1	1	0.006036669
TFPT	SP3	1	0.005980268
STAT1	KLF10	1	0.005973934
NFE2L1	TCFL5	1	0.005970129
SMAD3	CEBPB	1	0.005969304
HOXA10	PPARG	-1	0.005965915
KLF13	HOXA13	1	0.005928869
NFE2L1	IRF8	-1	0.005918504
SNAI1	SPIB	1	0.005915275
HOXA10	NFE2L1	1	0.005915251
TFPT	KLF13	1	0.005894003
KLF13	LMO2	1	0.005883977
NFATC2	CEBPB	-1	0.005862452
TFPT	CBFB	-1	0.005846529
KLF13	MYB	1	0.005832418
HOXA10	SPIB	1	0.005809479
NFYA	KLF10	1	0.00579011
HOXA10	MYEF2	-1	0.005759545
RUNX1	NFYA	1	0.005733452
SMAD4	UHRF1	1	0.00573023
NFE2L1	NFYC	1	0.00572747
HOXA13	FOS	1	0.005712111
NFE2L1	CEBPD	-1	0.005709289
SMAD4	SPI1	-1	0.005708719
NFE2L1	STAT1	1	0.005703756
SNAI3	PPARG	1	0.005649973
HOXA10	CEBPB	1	0.005637988
NFATC2	VDR	-1	0.005609465
SNAI1	MYEF2	1	0.005584652
TFPT	NFYA	1	0.005584265
RUNX1	CBFB	1	0.005562968
NFE2L1	RUNX1	1	0.005560232
SMAD4	RREB1	1	0.005525694
NFATC2	PRDM1	-1	0.005498315
TFPT	SPI1	1	0.005484783
SNAI1	PRDM1	1	0.005478864
NFE2L1	TCF3	1	0.005466226
TFPT	UHRF1	1	0.005401991
SNAI1	TFPT	1	0.005401564
SNAI1	NFE2L1	1	0.005349179
SNAI1	VDR	1	0.005312246
RUNX1	UHRF1	1	0.005308195
RUNX1	SPI1	1	0.005282472
NFE2L1	NFATC2	-1	0.005281946
SMAD3	PPARD	1	0.005265242
NFE2L1	TRIM28	1	0.005258733
HOXA10	VDR	1	0.005225038
NFE2L1	HOXA10	1	0.005200184
RUNX1	RREB1	1	0.005183539
SMAD4	RXRB	1	0.005155715
KLF13	KLF10	1	0.005151778
SMAD4	SMAD4	1	0.005121428
TFPT	RREB1	-1	0.005103948
SMAD3	SP3	-1	0.005092884
SMAD3	MAFB	-1	0.005083436
NFATC2	SP3	1	0.005079894
SMAD3	SMAD3	1	0.005074821
SMAD4	IRF8	-1	0.005070232
SNAI3	SNAI3	1	0.005046659
SMAD4	FLI1	1	0.005007431
HOXA10	SP3	1	0.004951163
SMAD4	TCFL5	1	0.004946797
NFATC2	SMAD3	1	0.004929943
NFE2L1	LMO2	1	0.00492339
HOXA13	BCL6	-1	0.004920335
SMAD3	FOSB	-1	0.004916704
SMAD3	SNAI1	-1	0.004904981
RUNX1	RXRB	1	0.004885295
STAT1	EGR2	1	0.004877695
SNAI1	CEBPB	-1	0.004869669
NFYA	EGR2	1	0.004858502
HOXA13	NFATC1	-1	0.004849482
TFPT	RXRB	1	0.004835011
SMAD4	NFYC	1	0.004832534
NFE2L1	HOXA13	1	0.004826743
SMAD4	CEBPD	1	0.004806873
RUNX1	SMAD4	1	0.004805768
HOXA10	PRDM1	1	0.004801395
NFATC2	PPARD	1	0.004794872
HOXA10	SMAD3	1	0.004785717
TFPT	IRF8	1	0.004783892
HOXA13	JUN	-1	0.004771248
NFATC2	SNAI1	-1	0.004770153
RUNX1	FLI1	1	0.00476777
SMAD4	STAT1	1	0.00475751
NFE2L1	MYB	-1	0.004757298
SMAD3	KLF13	1	0.004745621
RUNX1	TCFL5	1	0.004705587
TFPT	SMAD4	-1	0.004696712
HOXA10	SNAI1	1	0.004688103
SMAD3	CBFB	-1	0.004651746
SMAD4	RUNX1	1	0.004634193
RUNX1	NFYC	1	0.004619987
RUNX1	IRF8	1	0.004616794
SNAI1	PPARD	1	0.004606425
SMAD4	TCF3	-1	0.004582114
NFATC2	MAFB	1	0.004580467
TFPT	FLI1	1	0.004549305
NFATC2	KLF13	1	0.004540237
NFE2L1	KLF10	-1	0.004526388
TFPT	NFYC	1	0.004504626
RUNX1	CEBPD	1	0.004495997
TFPT	TCFL5	1	0.004486822
SNAI1	MAFB	1	0.004479611
TFPT	CEBPD	-1	0.004458665
RUNX1	STAT1	1	0.004455463
NFATC2	FOSB	1	0.004454796
SMAD3	NFYA	-1	0.004443361
NFATC2	CBFB	1	0.004436326
HOXA10	PPARD	-1	0.004411706
KLF13	EGR2	-1	0.004400947
SMAD4	NFATC2	1	0.004398181
TFPT	STAT1	1	0.004375154
SMAD4	TRIM28	1	0.004352564
SNAI3	SPIB	-1	0.00435088
RUNX1	RUNX1	1	0.004337032
RUNX1	TCF3	-1	0.004330334
SNAI1	FOSB	1	0.004329352
SMAD4	HOXA10	-1	0.004315796
HOXA10	CBFB	1	0.00430969
NFATC2	NFYA	1	0.004271746
